"source","target","sectionspeed"
"FR0000022828","FR0000009370","65.0"
"FR0000000091","FR0000001494","70.0"
"FR0000012840","FR0000000555","55.0"
"FR0000008829","FR9900003494","105.0"
"FR0000012841","FR0000008829","105.0"
"FR0000007044","FR0000005830","100.0"
"FR0000014686","FR0000007044","100.0"
"FR0000005830","FR9900001584","100.0"
"FR0000001494","FR0000012840","55.0"
"FR9900001584","FR0000002053","100.0"
"FR9900003494","FR0000014686","100.0"
"FR0000000555","FR0000022828","65.0"
"FR0000007651","FR0000001621","60.0"
"FR0000000808","FR0000007651","60.0"
"FR0000001382","FR9900003762","30.0"
"FR0000004019","FR9900001596","80.0"
"FR0000001710","FR0000001050","100.0"
"FR9900001678","FR0000008383","100.0"
"FR0000008383","FR0000014102","100.0"
"FR0000014102","FR0000001894","100.0"
"FR0000000801","EU00088","90.0"
"FR9900001596","FR0000000801","90.0"
"FR0000001894","FR0000008379","100.0"
"FR0000008379","FR0000004019","90.0"
"FR0000001050","FR9900001678","100.0"
"FR0000000801","FR9900004648","90.0"
"FR0000001894","FR0000016665","40.0"
"FR0000000295","FR0000002064","120.0"
"FR0000006152","FR0000011053","120.0"
"FR0000002896","FR0000006244","86.0"
"FR0000004645","FR0000006152","120.0"
"FR0000001874","FR0000008621","120.0"
"FR0000001356","FR0000001710","120.0"
"FR0000006244","FR0000011173","86.0"
"FR0000011332","FR0000011333","120.0"
"FR0000001797","FR9900001904","120.0"
"FR0000004148","FR0000001874","120.0"
"FR0000000939","FR0000004645","120.0"
"FR0000011173","FR0000011174","86.0"
"FR0000001710","FR0000004540","120.0"
"FR0000002064","FR0000007437","100.0"
"FR0000011053","FR9900001905","120.0"
"FR9900001904","FR0000007297","120.0"
"FR9900001905","FR9900001568","120.0"
"FR0000003048","FR0000009436","120.0"
"FR9900001420","FR0000001621","90.0"
"FR0000011174","FR0000006938","66.0"
"FR0000006358","FR0000011332","120.0"
"FR0000008620","FR0000001311","120.0"
"FR0000005921","FR0000010755","120.0"
"FR0000011175","FR0000003236","90.0"
"FR0000010755","FR0000002784","120.0"
"FR0000003142","FR0000014416","120.0"
"FR0000004540","FR0000015502","100.0"
"FR0000007437","FR0000002896","100.0"
"FR0000001822","FR0000001356","120.0"
"FR0000007297","FR0000000939","120.0"
"FR0000002784","FR0000006358","120.0"
"FR0000009436","FR0000004148","120.0"
"FR0000011333","FR0000001822","120.0"
"FR0000008621","FR0000003142","120.0"
"FR9900001568","FR0000005921","120.0"
"FR0000006938","FR0000011175","75.0"
"FR0000007892","FR0000011770","100.0"
"FR0000003236","FR0000008620","120.0"
"FR0000005718","FR0000006571","90.0"
"FR0000001311","FR0000003048","120.0"
"FR0000001580","FR0000005718","90.0"
"FR0000014416","FR0000001797","120.0"
"FR0000003193","FR0000010478","90.0"
"FR0000001663","FR0000006671","100.0"
"FR0000001621","FR0000000480","90.0"
"FR0000006571","FR0000003193","90.0"
"FR0000010478","FR9900001420","90.0"
"FR0000009622","FR0000001663","100.0"
"FR0000015502","FR0000009622","100.0"
"FR0000006671","FR0000004606","100.0"
"FR0000011770","FR0000001580","100.0"
"FR0000004606","FR0000007892","100.0"
"FR0000009355","FR0000002175","130.0"
"FR0000001686","FR9900001908","120.0"
"FR0000011279","FR0000002090","100.0"
"FR0000012454","FR0000009625","30.0"
"FR0000005092","FR0000003417","100.0"
"FR0000002175","FR0000008438","130.0"
"FR0000015007","FR0000005635","135.0"
"FR0000000013","FR0000001420","135.0"
"FR9900001820","FR0000009244","30.0"
"FR0000010747","FR0000007586","160.0"
"FR0000007586","FR0000016432","160.0"
"FR0000007108","FR0000012367","30.0"
"FR0000003605","FR0000015007","120.0"
"FR0000016432","FR0000000593","160.0"
"FR0000005914","FR0000010747","140.0"
"FR0000000593","FR0000013007","160.0"
"FR0000002603","FR0000007108","30.0"
"FR0000005737","FR0000002603","30.0"
"FR0000006363","FR0000009355","120.0"
"FR0000001340","FR0000000013","135.0"
"FR0000005635","FR0000001340","135.0"
"FR0000013007","FR0000006363","160.0"
"FR0000009625","FR9900001820","30.0"
"FR9900001908","FR0000005914","120.0"
"FR0000004395","FR0000009097","100.0"
"FR0000009244","FR9900001025","30.0"
"FR0000001420","FR0000001686","135.0"
"FR0000001577","FR0000002661","40.0"
"FR0000002661","FR0000009260","40.0"
"FR0000009260","FR0000004395","50.0"
"FR0000002090","FR0000009061","120.0"
"FR0000006784","FR0000005737","100.0"
"FR0000015272","FR0000005092","100.0"
"FR0000006176","FR9900001023","30.0"
"FR0000015058","FR0000015272","100.0"
"FR0000009097","FR0000015058","100.0"
"FR0000012367","FR0000006176","30.0"
"FR0000009061","FR0000003605","120.0"
"FR0000006321","FR0000011279","100.0"
"FR0000004577","FR0000003226","100.0"
"FR0000002362","FR0000003927","100.0"
"FR0000004954","FR0000004577","100.0"
"FR0000004298","FR0000004711","100.0"
"FR0000009140","FR0000006088","100.0"
"FR0000006088","FR0000010969","100.0"
"FR0000010969","FR0000004593","100.0"
"FR0000004593","FR0000001382","100.0"
"FR0000001382","FR0000005107","100.0"
"FR0000009081","FR0000015034","100.0"
"FR0000022905","FR0000001392","90.0"
"FR0000004756","FR0000002362","100.0"
"FR0000003226","FR0000007526","100.0"
"FR0000008362","FR0000007369","120.0"
"FR0000007369","FR0000000714","130.0"
"FR0000004057","FR0000007140","100.0"
"FR0000006987","FR0000004057","100.0"
"FR0000007526","FR0000006987","100.0"
"FR0000004243","FR0000002425","100.0"
"FR0000007140","FR0000012931","100.0"
"FR9900001907","FR9900002062","100.0"
"FR0000012931","FR0000004756","100.0"
"FR0000015034","FR9900001907","100.0"
"FR0000016425","FR0000008362","120.0"
"FR0000008194","FR0000022905","120.0"
"FR0000003907","FR0000013844","30.0"
"FR0000011755","FR0000000295","130.0"
"FR0000006660","FR0000001669","130.0"
"FR0000001669","FR0000011755","130.0"
"FR0000002750","FR0000004954","100.0"
"FR0000006837","FR0000002750","100.0"
"FR0000005107","FR0000006784","100.0"
"FR0000012299","FR0000004298","100.0"
"FR0000003330","FR0000012299","100.0"
"FR0000006892","FR0000003330","100.0"
"FR0000007770","FR0000006660","130.0"
"FR0000001392","FR0000003907","30.0"
"FR0000004711","FR0000006837","100.0"
"FR0000000295","FR0000005209","120.0"
"FR0000001960","FR0000008194","120.0"
"FR0000003927","FR0000009140","100.0"
"FR0000013844","FR9900002069","100.0"
"FR0000007703","FR0000001960","120.0"
"FR9900002069","FR0000007055","100.0"
"FR0000006407","FR0000007703","120.0"
"FR0000000714","FR0000007770","120.0"
"FR0000005209","FR0000006407","120.0"
"FR0000002425","FR0000009081","100.0"
"FR0000000740","FR0000007709","30.0"
"FR0000007055","FR0000006892","100.0"
"FR0000001983","FR0000016425","130.0"
"FR0000008438","FR0000001646","130.0"
"FR0000001646","FR0000007580","130.0"
"FR0000005495","FR0000007173","30.0"
"FR0000004696","FR0000001983","130.0"
"FR0000007580","FR0000004696","130.0"
"FR0000007173","FR0000012454","30.0"
"FR9900002062","FR0000006321","100.0"
"FR0000007709","FR0000005495","30.0"
"FR0000003417","FR0000004243","100.0"
"FR0000001669","FR0000002064","70.0"
"FR0000001960","FR0000000117","70.0"
"FR0000000593","FR9900003852","30.0"
"FR0000001983","FR9900003625","40.0"
"FR0000001446","FR0000007882","100.0"
"FR0000007882","FR9900001044","110.0"
"FR0000003651","FR0000008239","120.0"
"FR0000000888","FR0000004713","100.0"
"FR0000008239","FR0000001148","120.0"
"FR0000000805","FR0000000888","120.0"
"FR0000004713","FR0000001446","100.0"
"FR0000001148","FR0000000805","120.0"
"FR0000000537","FR0000000007","210.0"
"FR0000003722","FR0000001789","200.0"
"FR0000000146","FR0000001079","220.0"
"FR0000003012","FR0000002036","220.0"
"FR0000002036","FR0000000597","160.0"
"FR0000001789","FR0000000233","200.0"
"FR0000001079","FR0000000646","220.0"
"FR0000000007","FR0000003012","160.0"
"FR0000000233","FR0000000537","95.0"
"FR0000000597","FR0000016210","160.0"
"FR0000001405","FR0000000442","190.0"
"FR0000000135","FR0000000146","220.0"
"FR0000000442","FR0000003722","200.0"
"FR0000000646","FR0000001405","220.0"
"FR0000000146","FR0000001330","160.0"
"FR0000000537","FR0000001723","160.0"
"FR0000000007","FR0000001010","160.0"
"FR0000000353","FR0000002036","100.0"
"FR0000016403","FR0000016405","30.0"
"FR9900004467","FR0000022903","105.0"
"FR0000022903","FR9900001797","105.0"
"FR0000001446","FR9900004467","105.0"
"FR0000009319","FR9900001797","105.0"
"FR0000001392","FR0000000117","110.0"
"FR0000000117","FR0000009319","105.0"
"FR0000001338","FR0000000135","148.0"
"FR0000001966","FR0000000775","148.0"
"FR0000000135","FR0000001330","300.0"
"FR0000001265","FR0000003023","300.0"
"FR0000009298","FR0000001265","300.0"
"FR0000000775","FR0000009298","210.0"
"FR0000000920","FR0000001338","300.0"
"FR0000000765","FR0000001966","300.0"
"FR0000003023","FR0000000920","148.0"
"FR0000001330","EU00083","148.0"
"FR0000000604","FR0000000765","200.0"
"FR0000000765","FR0000001754","80.0"
"FR0000000775","FR0000008616","30.0"
"FR0000001265","FR0000000617","30.0"
"FR0000000920","FR0000000822","160.0"
"FR0000000134","FR0000001338","160.0"
"FR0000008650","FR0000003508","270.0"
"FR0000001754","FR0000003173","163.33333333333331"
"FR0000001624","FR0000000159","270.0"
"FR0000001572","FR0000001270","245.0"
"FR0000003173","FR0000001624","230.0"
"FR0000000159","FR0000008650","270.0"
"FR0000003508","FR0000002108","270.0"
"FR0000001966","FR0000001754","230.0"
"FR0000002108","FR0000001572","270.0"
"FR0000002108","FR0000000165","30.0"
"FR0000000165","FR0000015894","30.0"
"FR0000000159","FR0000000059","230.0"
"FR0000001624","FR0000001439","170.0"
"FR0000000865","FR0000006682","50.0"
"FR0000006037","FR9900001601","40.0"
"FR0000007434","FR9900001254","40.0"
"FR9900001601","FR9900001099","40.0"
"FR9900001355","FR0000013169","40.0"
"FR9900001362","FR0000006037","40.0"
"FR0000009248","FR9900001362","40.0"
"FR0000013169","FR0000009248","40.0"
"FR0000000002","FR0000000865","50.0"
"FR9900001254","FR0000005781","40.0"
"FR0000006682","FR0000007434","40.0"
"FR0000005781","FR9900001355","40.0"
"FR0000008043","FR0000015958","30.0"
"FR0000000865","FR0000008043","30.0"
"FR0000007572","FR9900000979","130.0"
"FR0000000740","FR9900000222","130.0"
"FR0000008078","FR9900004532","140.0"
"FR0000002599","FR0000008078","140.0"
"FR9900000222","FR0000009188","130.0"
"FR0000002582","FR0000001547","120.0"
"FR9900000489","FR0000000002","113.33333333333333"
"FR9900000055","FR9900000489","92.5"
"FR9900001293","FR0000000350","84.0"
"FR0000003517","FR0000002771","125.0"
"FR0000009541","FR0000006420","140.0"
"FR0000000002","FR0000001641","113.33333333333333"
"FR0000003627","FR0000005047","140.0"
"FR0000005047","FR0000009541","140.0"
"FR0000006420","FR0000003737","140.0"
"FR0000005272","FR0000006027","130.0"
"FR9900004532","FR0000003627","140.0"
"FR0000004887","FR0000003224","80.0"
"FR0000007762","FR9900001293","75.0"
"FR0000006027","FR0000003895","130.0"
"FR0000003224","FR0000002349","80.0"
"FR0000001641","FR0000005430","105.0"
"FR0000004156","FR9900000966","130.0"
"FR0000002741","FR9900000055","92.5"
"FR0000003737","FR0000007672","140.0"
"FR0000006759","FR0000000950","140.0"
"FR0000003046","FR0000006759","140.0"
"FR9900003802","FR0000022992","90.0"
"FR0000005825","FR0000003046","140.0"
"FR0000003562","FR0000003459","130.0"
"FR0000008034","FR0000005257","96.66666666666666"
"FR0000009581","FR0000002856","140.0"
"FR0000002856","FR0000007102","140.0"
"FR0000003895","FR0000007572","130.0"
"FR0000003805","FR0000007755","80.0"
"FR0000000180","FR0000003517","150.0"
"FR0000001158","FR0000008034","130.0"
"FR0000007102","FR0000005248","140.0"
"FR0000004082","FR0000003805","80.0"
"FR0000005248","FR0000005825","140.0"
"FR0000000243","FR0000001708","68.57142857142857"
"FR0000022992","FR0000005775","72.0"
"FR0000003459","FR0000007554","130.0"
"FR0000004639","FR0000001504","140.0"
"FR0000004344","FR9900000862","80.0"
"FR0000001708","FR9900003233","90.0"
"FR0000001590","FR0000004639","140.0"
"FR0000000950","FR0000001590","140.0"
"FR0000007672","FR9900000650","140.0"
"FR9900000650","FR0000009581","140.0"
"FR0000000929","FR0000003143","130.0"
"FR0000001946","FR0000001785","60.0"
"FR0000006659","FR0000002741","130.0"
"FR0000002757","FR0000001158","130.0"
"FR0000000826","FR0000004887","80.0"
"FR0000000090","FR0000022871","54.61538461538462"
"FR0000005257","FR0000006659","130.0"
"FR0000001547","FR0000006546","120.0"
"FR9900000862","FR0000000826","80.0"
"FR0000003143","FR0000002797","130.0"
"FR0000003341","FR0000000090","70.0"
"FR0000002861","FR0000000180","105.0"
"FR0000005775","FR0000001946","72.0"
"FR0000004579","FR0000000740","130.0"
"FR0000001785","FR0000000243","63.75000000000001"
"FR0000002081","FR0000007762","68.57142857142857"
"FR0000000325","FR0000003341","78.33333333333333"
"FR0000003051","FR0000002757","130.0"
"FR0000007554","FR0000004451","130.0"
"FR9900000830","FR0000007789","130.0"
"FR0000002452","FR0000009282","80.0"
"FR0000004451","FR9900000534","130.0"
"FR9900000979","FR0000000929","130.0"
"FR0000002999","FR0000002452","80.0"
"FR0000009188","FR0000005272","130.0"
"FR0000007662","FR0000004344","80.0"
"FR0000022871","FR9900004466","65.55555555555556"
"FR0000005430","FR0000002999","80.0"
"FR0000000430","FR9900002779","130.0"
"FR0000006546","FR0000004156","125.0"
"FR0000001534","FR0000003051","130.0"
"FR9900004466","FR0000008867","65.55555555555556"
"FR0000002349","FR0000001148","80.0"
"FR9900000966","FR0000003562","130.0"
"FR0000002771","FR0000007381","125.0"
"FR9900001393","FR0000004082","80.0"
"FR0000002797","FR0000001534","130.0"
"FR9900003233","FR0000003339","97.5"
"FR9900000157","FR9900001393","80.0"
"FR0000009282","FR9900000157","80.0"
"FR9900000534","FR0000000430","130.0"
"FR0000007381","FR9900002377","127.5"
"FR9900002377","FR0000002471","127.5"
"FR0000008867","FR9900000913","52.307692307692314"
"FR0000002471","FR9900000830","127.5"
"FR9900002084","FR0000002582","140.0"
"FR0000006981","FR9900002084","140.0"
"FR0000003339","FR0000000325","102.5"
"FR9900000323","FR0000006981","140.0"
"FR0000007755","FR0000007662","80.0"
"FR0000003516","FR9900000323","140.0"
"FR0000005881","FR0000003516","140.0"
"FR0000007789","FR0000002599","145.0"
"FR0000001504","FR0000005881","140.0"
"FR9900000913","FR9900001400","63.75"
"FR9900002779","FR0000004579","130.0"
"FR9900001400","FR0000008812","63.75"
"FR0000008812","FR0000002081","63.75"
"FR0000006121","FR0000008859","45.0"
"FR0000008859","FR0000011012","60.0"
"FR0000001585","FR0000006121","45.0"
"FR0000011012","FR0000001739","90.0"
"FR0000000090","FR0000001585","42.0"
"FR0000001739","FR0000000182","90.0"
"FR0000002081","FR0000008376","30.0"
"FR0000008376","FR0000008845","30.0"
"FR0000000826","FR0000015930","30.0"
"FR0000001101","FR0000004270","140.0"
"FR0000003672","FR0000002571","120.0"
"FR0000001470","FR0000001174","110.0"
"FR0000002571","FR0000004609","120.0"
"FR0000006914","FR0000007226","105.0"
"FR0000007226","FR9900001821","120.0"
"FR0000004609","FR0000006779","120.0"
"FR0000000451","FR9900001071","120.0"
"FR0000004270","FR0000003672","140.0"
"FR0000006779","FR0000003830","120.0"
"FR0000012107","FR0000008410","120.0"
"FR0000008410","FR0000000451","120.0"
"FR0000004179","FR0000003157","110.0"
"FR9900001821","FR0000012107","120.0"
"FR9900002129","FR0000001470","110.0"
"FR0000000026","FR0000006914","90.0"
"FR0000003830","FR0000003273","120.0"
"FR0000003157","FR9900002129","110.0"
"FR0000000950","FR0000005487","70.0"
"FR0000004639","FR0000000026","100.0"
"FR0000005487","FR0000004639","70.0"
"FR0000003273","FR0000004179","80.0"
"FR0000013642","FR9900001058","40.0"
"FR0000008469","FR0000000223","30.0"
"FR9900003114","FR0000009669","30.0"
"FR0000009706","FR0000006575","30.0"
"FR0000006889","FR0000008469","30.0"
"FR0000005851","FR9900003763","30.0"
"FR9900003854","FR0000006889","30.0"
"FR0000006575","FR0000000734","30.0"
"FR0000009669","FR0000005851","30.0"
"FR0000000223","FR9900003114","30.0"
"FR0000000225","FR9900003854","30.0"
"FR0000006431","FR0000015951","30.0"
"FR9900003114","FR0000010662","30.0"
"FR0000010662","FR0000009196","30.0"
"FR0000009196","FR0000006431","30.0"
"FR0000009200","FR0000015243","160.0"
"FR0000006187","FR0000007701","116.66666666666667"
"FR0000015243","FR0000015191","160.0"
"FR0000009098","FR0000007708","140.0"
"FR0000006109","FR0000004806","160.0"
"FR0000003019","FR0000007149","160.0"
"FR0000004363","FR0000008322","140.0"
"FR0000009237","FR0000009200","160.0"
"FR0000015236","FR0000015703","67.14285714285715"
"FR0000007153","FR0000012428","160.0"
"FR0000004814","FR0000013312","140.0"
"FR0000007701","FR0000013162","116.66666666666667"
"FR0000014204","FR0000003019","160.0"
"FR0000008933","FR0000007153","160.0"
"FR0000015703","FR0000001677","68.33333333333333"
"FR0000007806","FR0000004814","140.0"
"FR0000001485","FR0000000323","160.0"
"FR0000000186","FR0000008933","160.0"
"FR0000003510","FR0000005357","150.0"
"FR0000006303","FR0000004363","140.0"
"FR0000000114","FR0000007806","140.0"
"FR0000001175","FR0000001254","140.0"
"FR0000005357","FR0000003634","150.0"
"FR0000001697","FR0000003510","150.0"
"FR0000006621","FR0000008360","160.0"
"FR0000003842","FR0000000157","160.0"
"FR0000007708","FR0000000114","140.0"
"FR0000003231","FR0000001331","160.0"
"FR0000003582","FR0000000160","140.0"
"FR0000008699","FR0000007818","160.0"
"FR0000004467","FR0000008699","116.66666666666667"
"FR0000000724","FR0000000484","160.0"
"FR0000010005","FR0000000724","160.0"
"FR0000013964","FR0000015236","58.888888888888886"
"FR0000003763","FR0000010005","160.0"
"FR0000013834","FR0000003763","140.0"
"FR0000005831","FR0000002225","160.0"
"FR0000001591","FR0000013834","140.0"
"FR0000007342","FR0000013964","67.14285714285715"
"FR9900003578","FR0000001175","140.0"
"FR0000008183","FR0000004467","160.0"
"FR0000000323","FR0000008183","160.0"
"FR0000008281","FR0000007342","62.5"
"FR0000007149","FR0000009237","160.0"
"FR0000004806","FR0000000186","160.0"
"FR0000000157","FR0000006621","160.0"
"FR0000001677","FR0000003231","160.0"
"FR0000001254","FR0000000305","140.0"
"FR0000008322","FR0000005381","140.0"
"FR0000011098","FR0000009098","160.0"
"FR0000008360","FR0000011698","160.0"
"FR0000015191","FR0000015242","160.0"
"FR0000001331","FR0000006109","160.0"
"FR0000015242","FR0000003736","150.0"
"FR0000003736","FR0000006303","150.0"
"FR0000013162","FR0000011098","160.0"
"FR0000012428","FR0000014833","160.0"
"FR0000011698","FR9900003578","160.0"
"FR0000002138","FR0000003032","140.0"
"FR0000005354","FR0000013991","160.0"
"FR0000003712","FR0000009142","120.0"
"FR0000007818","FR0000006187","116.66666666666667"
"FR0000000484","FR0000001697","150.0"
"FR0000005381","FR0000001591","140.0"
"FR0000013991","FR0000009967","160.0"
"FR0000009142","FR0000009327","130.0"
"FR0000001448","FR0000008426","106.66666666666667"
"FR0000014833","FR0000004651","160.0"
"FR0000008426","FR0000001279","116.66666666666667"
"FR0000004651","FR0000009498","160.0"
"FR0000008833","FR0000002143","120.0"
"FR0000002143","FR0000009153","120.0"
"FR0000002515","FR0000007798","140.0"
"FR0000009233","FR0000008281","82.0"
"FR0000005747","FR0000000434","160.0"
"FR0000009153","FR0000000225","130.0"
"FR0000009498","FR0000005747","160.0"
"FR0000005628","FR0000002515","145.0"
